uid,cluster,sex_drive,csbd,ppcs,soi_r_me,social_anxiety,lon,mvs,attraction_to_children
428,2,6,12,7,4.166666666666667,7,7,17,0
517,3,0,7,6,2.5,8,10,22,0
534,2,7,10,7,4.166666666666667,2,4,25,0
555,3,3,10,6,4.333333333333333,6,8,24,0
573,2,5,12,22,3.5,5,8,17,0
577,2,4,13,12,4.166666666666667,6,4,18,0
601,2,8,7,6,3.8333333333333335,3,8,16,0
609,2,7,21,27,2.5,6,9,21,0
614,2,4,14,11,5.666666666666667,4,8,24,0
739,2,1,21,19,5.333333333333333,4,9,19,0
907,2,4,8,10,2.8333333333333335,8,5,23,0
919,2,7,9,8,3.6666666666666665,9,9,17,0
923,2,2,22,14,3.6666666666666665,4,7,24,0
968,2,6,25,8,5.333333333333333,7,9,19,0
969,2,3,21,12,5,5,8,16,0
990,2,14,10,20,3.6666666666666665,10,8,21,0
1012,2,9,14,12,3.5,12,17,16,0
1035,2,2,10,19,2.6666666666666665,6,9,25,0
1044,3,1,7,6,4.166666666666667,4,7,24,0
1085,2,0,17,8,3.1666666666666665,10,19,11,0
1122,3,2,7,7,3.1666666666666665,4,9,21,0
1130,3,2,9,6,3.6666666666666665,6,12,18,0
1145,2,5,7,8,4.5,10,3,18,0
1391,3,0,10,6,2.6666666666666665,3,9,22,0
1413,3,1,8,6,3.5,7,12,17,0
1524,3,3,7,6,2.5,5,17,17,0
1588,3,1,10,6,4.166666666666667,7,7,18,0
1589,2,8,7,6,5.666666666666667,14,7,16,0
1633,2,1,7,12,3.6666666666666665,5,12,19,0
1644,2,7,8,12,2.3333333333333335,4,10,18,0
1691,2,7,9,6,3,9,12,9,0
1701,3,5,7,6,2.3333333333333335,4,3,19,0
1737,2,7,7,10,3.8333333333333335,2,11,24,0
1792,3,1,7,6,2,2,12,18,0
1858,2,8,16,12,5.666666666666667,2,7,19,0
1865,5,13,30,32,4.5,2,9,20,2
1958,2,7,32,9,5,10,12,19,0
2033,2,4,21,9,5.166666666666667,7,9,20,0
2034,2,5,16,6,5.5,5,12,23,0
2038,3,3,7,6,3.5,4,7,23,0
2044,2,1,23,14,3.3333333333333335,8,17,20,0
2045,2,2,21,7,3,5,15,15,0
2058,2,10,19,9,5.333333333333333,2,6,19,0
2066,2,7,7,10,2.5,14,20,8,0
2179,3,2,12,6,5.166666666666667,3,13,18,0
2181,3,0,7,6,1.6666666666666667,10,15,13,0
2250,2,1,7,10,4.5,7,8,13,0
2256,2,7,7,11,4,8,7,15,0
2301,3,2,7,6,3,10,9,13,0
2302,2,10,10,16,3.3333333333333335,6,11,16,0
2305,2,3,9,10,4.166666666666667,3,3,22,0
2315,1,1,38,6,5.5,2,5,18,0
2317,3,5,7,6,4.166666666666667,3,8,16,0
2322,5,3,7,7,5.5,7,6,14,1
2335,3,4,10,6,4.666666666666667,10,11,24,0
2341,3,3,7,6,1.5,2,5,17,0
2371,1,10,33,21,5.166666666666667,4,9,24,0
2400,3,4,7,7,5.333333333333333,2,10,14,0
2403,2,1,8,15,4.5,7,13,21,0
2412,2,2,7,14,4.333333333333333,10,8,18,0
2419,2,7,7,21,5.333333333333333,2,12,19,0
2433,2,8,7,6,5.833333333333333,8,12,20,0
2462,3,5,7,7,3,5,9,23,0
2471,3,3,7,6,3.6666666666666665,2,4,24,0
2502,2,5,17,17,4.333333333333333,4,5,17,0
2525,2,4,20,12,3,8,13,23,0
2527,3,1,7,6,1.1666666666666667,2,8,25,0
2537,2,6,17,17,5.5,5,5,17,0
2539,5,1,11,6,3.8333333333333335,11,13,9,3
2547,3,2,7,6,4.333333333333333,2,15,18,0
2552,3,0,7,6,5.5,7,10,19,0
2553,3,2,7,6,3.8333333333333335,7,12,14,0
2588,3,5,7,6,3,4,7,20,0
2636,2,4,15,8,5,2,5,19,0
2654,3,0,8,6,3.5,9,7,12,0
2770,2,5,7,8,5.5,3,12,21,0
2781,2,7,15,8,4.333333333333333,8,17,22,0
2952,3,2,12,6,2.8333333333333335,6,6,20,0
2954,3,1,13,6,2.1666666666666665,5,9,20,0
2987,3,0,11,6,3.5,5,14,21,0
3014,2,3,20,17,5.166666666666667,6,13,16,0
3021,2,1,7,8,1.8333333333333333,8,9,17,0
3037,3,1,7,6,4,4,7,25,0
3162,3,1,7,6,3.5,6,18,11,0
3170,2,5,13,12,2.5,2,6,27,0
3173,3,2,7,7,2.3333333333333335,5,6,18,0
3187,2,2,7,9,4.666666666666667,2,13,22,0
3192,2,1,7,10,5.166666666666667,4,7,20,0
3279,3,1,8,6,2.1666666666666665,10,4,7,0
3314,2,4,31,19,3.3333333333333335,7,7,17,0
3319,2,7,7,10,3,8,21,20,0
3322,2,10,26,24,2.5,8,17,18,0
3324,2,7,11,24,3.6666666666666665,12,13,12,0
3350,2,8,11,12,5,2,8,24,0
3356,2,4,19,15,1.6666666666666667,6,9,20,0
3375,3,3,12,6,1.6666666666666667,12,13,16,0
3391,2,3,29,33,2,7,13,21,0
