uid,cluster,sex_drive,csbd,ppcs,soi_r_me,social_anxiety,lon,mvs,attraction_to_children
428,4,6,12,7,4.166666666666667,7,7,17,0
436,4,5,11,18,5.666666666666667,7,13,20,0
446,1,1,7,6,4.833333333333333,2,7,24,0
517,1,0,7,6,2.5,8,10,22,0
534,4,7,10,7,4.166666666666667,2,4,25,0
549,4,2,12,9,4.666666666666667,3,5,18,0
556,4,2,26,7,4.666666666666667,8,16,17,0
592,4,3,7,15,2.8333333333333335,9,8,24,0
609,4,7,21,27,2.5,6,9,21,0
639,1,4,9,6,4.5,2,6,21,0
672,1,0,7,6,1.1666666666666667,3,5,27,0
689,4,2,13,9,2.8333333333333335,9,8,23,0
702,1,0,7,6,4.333333333333333,7,13,17,0
797,4,3,18,11,4.166666666666667,9,11,20,0
831,4,2,26,17,2.5,6,12,18,0
853,1,5,8,6,4.333333333333333,9,7,19,0
864,4,10,23,29,4.666666666666667,9,4,16,0
877,4,8,10,17,4.833333333333333,7,7,16,0
970,1,1,7,6,2.6666666666666665,2,4,24,0
990,4,14,10,20,3.6666666666666665,10,8,21,0
1035,4,2,10,19,2.6666666666666665,6,9,25,0
1046,1,3,13,6,3,11,6,16,0
1068,4,3,13,10,3.6666666666666665,2,10,16,0
1084,4,5,10,10,4,5,6,20,0
1142,1,0,12,7,3.1666666666666665,12,14,17,0
1159,3,5,7,6,2.5,9,12,12,0
1346,3,3,8,9,3.8333333333333335,6,10,21,0
1413,1,1,8,6,3.5,7,12,17,0
1459,3,0,7,8,2.6666666666666665,4,9,15,0
1468,3,2,7,6,2.1666666666666665,12,14,4,0
1472,1,0,12,6,5.833333333333333,2,7,19,0
1491,4,6,7,18,3.3333333333333335,10,10,18,0
1589,3,8,7,6,5.666666666666667,14,7,16,0
1633,3,1,7,12,3.6666666666666665,5,12,19,0
1737,3,7,7,10,3.8333333333333335,2,11,24,0
1859,1,0,7,6,5.166666666666667,2,8,16,0
1870,1,0,9,6,3.6666666666666665,2,9,20,0
1958,4,7,32,9,5,10,12,19,0
2006,1,4,13,6,4,3,12,19,0
2034,4,5,16,6,5.5,5,12,23,0
2035,1,1,10,6,4,7,13,20,0
2045,4,2,21,7,3,5,15,15,0
2072,4,10,9,8,5.166666666666667,9,10,18,0
2092,4,0,9,12,4.333333333333333,6,13,21,0
2095,4,0,10,9,5.5,7,3,20,0
2101,1,0,7,6,3.8333333333333335,8,3,24,0
2107,1,3,12,6,3.6666666666666665,8,7,20,0
2108,4,4,16,7,5.333333333333333,2,8,22,0
2116,4,2,18,11,5.166666666666667,10,12,20,0
2137,4,2,16,17,3.3333333333333335,3,8,20,0
2179,1,2,12,6,5.166666666666667,3,13,18,0
2185,1,2,10,6,4,4,6,21,0
2192,1,0,7,6,2.1666666666666665,8,9,19,0
2200,1,2,7,6,1.3333333333333333,4,6,16,0
2204,1,0,12,6,4.666666666666667,8,12,19,0
2211,1,0,11,6,4.833333333333333,3,10,23,0
2217,1,1,11,6,1.5,6,13,18,0
2218,4,3,27,6,5,13,13,15,0
2227,3,5,7,8,3.1666666666666665,11,15,5,0
2230,1,1,7,6,5,8,6,19,0
2233,1,2,12,7,2.6666666666666665,4,15,16,0
2261,1,1,7,6,4.833333333333333,4,6,24,0
2283,1,4,9,7,5,3,3,19,0
2295,4,3,13,6,3.8333333333333335,4,8,7,0
2317,3,5,7,6,4.166666666666667,3,8,16,0
2322,6,3,7,7,5.5,7,6,14,1
2449,1,2,7,6,3.6666666666666665,3,3,16,0
2473,4,2,20,6,4.666666666666667,11,15,15,0
2502,4,5,17,17,4.333333333333333,4,5,17,0
2505,4,12,18,22,4.166666666666667,4,9,22,0
2556,4,5,31,31,4,13,11,20,0
2580,6,3,25,20,6,3,11,20,3
2596,3,7,8,9,2,3,10,23,0
2691,1,2,7,6,2.6666666666666665,7,13,21,0
2769,3,2,8,10,5,6,7,19,0
2781,4,7,15,8,4.333333333333333,8,17,22,0
2823,1,0,7,6,3.3333333333333335,2,3,24,0
2868,1,2,7,6,3.5,2,5,20,0
2910,4,3,10,10,4.166666666666667,3,4,19,0
2923,1,5,7,6,3,8,9,21,0
2960,1,1,9,6,2.8333333333333335,13,17,14,0
2987,1,0,11,6,3.5,5,14,21,0
2989,3,3,8,9,5,2,4,23,0
3021,3,1,7,8,1.8333333333333333,8,9,17,0
3042,1,3,7,6,3,3,12,23,0
3114,4,5,12,10,1.6666666666666667,2,4,17,0
3169,1,1,7,6,3.5,10,6,27,0
3170,4,5,13,12,2.5,2,6,27,0
3173,1,2,7,7,2.3333333333333335,5,6,18,0
3186,4,4,17,23,4.833333333333333,2,5,22,0
3192,3,1,7,10,5.166666666666667,4,7,20,0
3243,4,1,14,12,2.8333333333333335,7,6,19,0
3322,4,10,26,24,2.5,8,17,18,0
3350,4,8,11,12,5,2,8,24,0
3367,4,4,11,14,4.166666666666667,11,13,21,0
3369,3,7,7,7,5.333333333333333,2,7,21,0
3460,4,3,19,11,3,9,16,14,0
3481,1,0,7,6,2.1666666666666665,10,8,14,0
3537,4,7,7,15,1.5,8,16,9,0
3552,3,2,7,11,4,8,10,19,0
3553,4,9,20,19,2.8333333333333335,11,17,15,0
3597,1,2,9,7,2.5,4,9,18,0
3621,3,4,7,14,1.8333333333333333,10,8,18,0
3635,4,5,21,25,3.3333333333333335,6,10,7,0
3649,4,7,19,27,1.6666666666666667,9,21,25,0
3659,4,9,15,6,2.3333333333333335,14,16,12,0
3665,4,3,10,17,3.3333333333333335,2,10,19,0
3674,4,5,19,6,3.1666666666666665,12,5,15,0
3716,4,5,14,18,3,9,17,6,0
3722,4,7,22,30,4.333333333333333,12,9,16,0
3732,4,10,22,25,2.1666666666666665,12,9,15,0
3768,4,6,7,14,1.1666666666666667,7,11,15,0
3808,4,4,23,20,1.8333333333333333,9,7,20,0
3845,3,5,7,9,1.8333333333333333,12,14,18,0
3913,4,7,9,10,3,4,5,21,0
3933,4,5,10,28,3.3333333333333335,13,21,20,0
3940,4,6,18,12,2.8333333333333335,6,6,19,0
3966,3,4,7,8,1.5,5,17,13,0
3985,4,3,7,16,3,11,20,18,0
3988,4,2,14,13,1.3333333333333333,11,18,17,0
3991,4,5,10,14,3.5,6,10,10,0
4002,4,11,25,11,3.8333333333333335,3,8,25,0
4085,6,2,33,35,2.3333333333333335,10,14,16,3
4097,1,2,8,7,1.8333333333333333,7,9,23,0
4140,4,14,34,6,4.333333333333333,2,14,22,0
4153,4,10,9,11,3.8333333333333335,6,9,15,0
4157,4,12,24,20,4.833333333333333,10,15,4,0
4194,4,8,15,13,2.3333333333333335,6,10,16,0
4221,4,10,40,38,1,12,17,20,0
4289,4,12,7,19,4.833333333333333,10,17,22,0
4298,4,14,10,20,1.6666666666666667,7,5,14,0
4310,3,2,8,8,2.5,10,9,16,0
4324,4,0,15,17,4.166666666666667,4,10,15,0
4345,4,6,22,16,4.333333333333333,2,7,22,0
4366,4,3,19,16,5.166666666666667,9,14,22,0
4369,4,6,19,25,3.1666666666666665,12,21,15,0
4399,4,9,10,14,2.6666666666666665,8,14,18,0
4425,4,6,25,26,3.1666666666666665,7,14,8,0
4435,4,4,7,17,2.5,7,10,18,0
4441,4,6,13,19,2.6666666666666665,11,10,19,0
4442,4,5,13,10,3.6666666666666665,6,7,15,0
4455,4,4,26,19,3,9,13,22,0
4548,4,6,8,14,3.1666666666666665,5,7,17,0
4691,1,4,8,6,1.3333333333333333,9,21,13,0
4724,1,1,7,6,3,10,18,15,0
4733,4,1,15,10,2.8333333333333335,11,15,19,0
4761,4,4,10,15,3,2,6,25,0
4775,3,3,7,12,1.6666666666666667,6,8,15,0
4838,4,6,10,11,3,14,13,22,0
4851,4,7,20,25,3,8,12,16,0
4856,4,5,17,16,3.8333333333333335,9,13,16,0
4897,4,3,10,13,1.8333333333333333,5,9,18,0
4898,4,3,7,21,3.1666666666666665,11,14,18,0
4962,3,7,7,8,3.3333333333333335,10,15,16,0
4999,4,2,10,9,2,6,12,15,0
5000,4,4,11,11,3.5,7,15,16,0
5060,4,3,11,13,1.8333333333333333,9,11,12,0
5069,4,5,25,23,4,5,16,19,0
5096,4,2,11,9,2.8333333333333335,14,18,10,0
5117,4,7,18,22,3.5,7,20,21,0
5126,3,7,8,7,3.1666666666666665,5,3,24,0
5131,1,3,7,6,3.3333333333333335,2,10,18,0
5133,4,0,11,14,2.5,11,15,21,0
5147,3,11,7,6,4.833333333333333,2,5,28,0
5208,4,10,17,20,2.5,12,21,19,0
5211,4,3,14,14,2.5,5,13,24,0
5289,4,6,16,19,3.5,12,18,16,0
5302,4,4,10,11,3.5,11,15,11,0
5307,1,0,12,6,2.8333333333333335,13,15,14,0
5344,4,4,10,25,3.3333333333333335,12,19,11,0
5396,4,7,16,16,2,11,13,15,0
5420,4,5,19,21,2.3333333333333335,2,12,22,0
5435,4,3,17,7,4.333333333333333,3,6,20,0
5455,4,3,10,13,3,11,9,12,0
5498,4,7,13,11,3.8333333333333335,8,16,19,0
5506,1,1,12,7,3.5,13,19,16,0
5625,4,10,10,16,4.333333333333333,2,11,20,0
5681,4,3,14,16,4.666666666666667,6,17,19,0
5701,3,4,7,7,1.8333333333333333,13,17,12,0
5707,4,9,20,14,4,2,9,21,0
5742,4,6,18,15,2,10,16,15,0
5860,3,7,8,12,2.3333333333333335,6,7,18,0
5867,1,4,9,6,2.6666666666666665,10,6,13,0
5943,3,4,8,11,2.5,10,7,15,0
5960,4,7,10,12,3.8333333333333335,9,13,19,0
5970,3,5,7,6,2.3333333333333335,6,6,13,0
6025,4,3,10,19,3.1666666666666665,8,12,16,0
6037,4,6,13,6,3.3333333333333335,12,3,11,0
6039,4,5,17,21,2.5,7,11,20,0
6051,4,6,11,21,1.6666666666666667,11,12,14,0
6060,4,7,18,17,2.5,10,6,16,0
6068,4,2,17,12,2,5,15,17,0
6106,1,0,10,6,1.5,9,14,13,0
6122,4,10,13,21,3.3333333333333335,9,16,20,0
6135,4,2,22,13,2.5,5,4,18,0
6174,4,5,9,27,3.3333333333333335,11,19,20,0
6208,3,7,7,12,3,5,4,18,0
6214,4,4,22,24,2.6666666666666665,9,15,14,0
6218,4,4,17,6,4,5,11,25,0
6300,7,20,21,21,3.6666666666666665,6,12,21,0
6310,4,7,8,14,3,3,17,19,0
6332,4,4,32,19,3.1666666666666665,10,12,20,0
6334,4,8,9,17,2.5,7,21,5,0
6391,6,7,24,27,3,7,14,26,3
6398,4,3,22,21,4.833333333333333,3,10,24,0
6462,4,4,16,16,1.1666666666666667,11,6,20,0
6466,4,3,19,10,3,13,5,20,0
6503,4,3,20,18,3.3333333333333335,11,12,19,0
6511,4,2,22,19,4.166666666666667,7,8,18,0
6570,4,9,24,18,3,11,9,17,0
6607,4,6,7,19,1.3333333333333333,2,6,16,0
6640,4,9,19,15,3.5,8,9,15,0
6653,1,1,8,6,2.6666666666666665,7,12,21,0
6697,4,8,7,14,1.8333333333333333,5,8,9,0
6703,4,2,24,8,2,9,13,18,0
6718,4,14,17,26,3.8333333333333335,10,17,13,0
6720,4,5,10,13,4.166666666666667,6,11,4,0
6727,3,4,7,11,2.1666666666666665,10,10,12,0
6728,3,10,7,10,2.5,5,10,20,0
6734,3,2,7,12,3.3333333333333335,6,15,20,0
6789,4,1,17,12,3,10,15,12,0
6824,4,4,22,24,1.6666666666666667,10,12,10,0
6853,3,14,7,6,2,11,15,27,0
6857,4,0,7,18,2.1666666666666665,9,14,15,0
6879,4,7,12,13,4.333333333333333,8,14,17,0
6881,3,3,7,12,3.5,10,9,25,0
6897,4,7,11,13,3.8333333333333335,10,3,17,0
6910,3,3,7,7,1.8333333333333333,10,10,17,0
6939,4,9,9,20,3.1666666666666665,13,16,11,0
6940,4,2,16,9,4.833333333333333,13,16,18,0
6953,4,0,11,13,1.6666666666666667,9,19,9,0
6969,4,5,15,8,4,5,8,21,0
6977,4,4,15,17,2.5,9,4,19,0
6983,4,5,9,10,1.3333333333333333,9,14,10,0
6989,4,5,7,14,3.8333333333333335,5,5,16,0
6991,1,1,8,7,2.3333333333333335,8,10,18,0
7000,3,7,7,6,5,10,3,9,0
7001,4,6,7,14,2.1666666666666665,11,21,5,0
7008,7,15,28,24,4.166666666666667,14,21,16,0
7041,4,2,16,16,2,7,11,16,0
7051,4,13,10,14,2.3333333333333335,5,5,19,0
7064,3,0,7,12,1.5,13,21,11,0
7066,4,8,12,7,1.8333333333333333,12,18,18,0
7075,4,9,7,15,1.8333333333333333,7,8,15,0
7079,4,6,25,21,3.5,4,20,17,0
7081,1,0,7,6,1.5,7,9,16,0
7109,4,14,21,15,3.8333333333333335,9,12,16,0
7153,4,7,11,21,4,4,11,12,0
7158,1,5,7,6,4,6,7,22,0
7165,3,4,7,8,2.8333333333333335,4,13,23,0
7169,4,6,13,23,3,5,8,27,0
7198,4,3,7,14,2.8333333333333335,11,8,12,0
7203,4,7,10,19,3.3333333333333335,4,6,19,0
7216,3,14,7,10,3.6666666666666665,6,8,16,0
7237,4,4,23,16,2.5,10,16,18,0
7242,4,7,12,10,2.5,6,10,19,0
7256,4,10,14,27,4.333333333333333,10,21,8,0
7290,6,6,7,27,4,8,14,21,2
7321,4,7,20,11,1.3333333333333333,6,5,11,0
7326,1,4,7,6,5,8,5,22,0
7340,4,7,18,16,2.1666666666666665,11,13,19,0
7357,3,6,7,12,2.3333333333333335,11,17,16,0
7364,3,1,7,10,3,13,20,8,0
7365,4,7,8,12,2.3333333333333335,11,11,8,0
7379,4,2,17,23,2.8333333333333335,11,10,15,0
7426,4,10,16,9,2.5,11,9,14,0
7493,4,14,18,17,2.8333333333333335,9,10,19,0
7504,3,3,8,11,4,4,10,21,0
7528,7,18,17,11,4.666666666666667,3,7,25,0
7546,3,6,7,7,4,10,12,20,0
7576,4,3,11,15,2.5,8,7,15,0
