uid,cluster,sex_drive,csbd,ppcs,soi_r_me,social_anxiety,lon,mvs,attraction_to_children
450,2,4,7,11,1.8333333333333333,5,6,26,0
556,2,2,26,7,4.666666666666667,8,16,17,0
566,2,3,18,8,3.1666666666666665,10,14,16,0
579,2,5,13,11,2.3333333333333335,5,3,19,0
586,2,3,10,18,3.1666666666666665,8,7,20,0
589,1,4,8,7,5.333333333333333,3,6,23,0
603,1,3,10,6,3.6666666666666665,6,10,17,0
609,2,7,21,27,2.5,6,9,21,0
683,2,1,19,15,4.5,7,6,16,0
686,1,4,8,7,2.8333333333333335,7,12,26,0
800,3,7,25,19,3.8333333333333335,4,9,20,1
815,2,4,32,20,5,5,7,24,0
831,2,2,26,17,2.5,6,12,18,0
879,2,2,11,10,5.166666666666667,4,7,17,0
881,2,1,13,8,4,6,8,13,0
914,2,1,16,16,2.3333333333333335,2,6,8,0
918,1,2,12,6,4.666666666666667,3,5,19,0
1025,3,2,13,14,3.1666666666666665,7,12,17,1
1036,1,2,8,7,2.3333333333333335,5,12,24,0
1046,2,3,13,6,3,11,6,16,0
1048,2,0,15,7,1.6666666666666667,7,11,18,0
1068,2,3,13,10,3.6666666666666665,2,10,16,0
1084,2,5,10,10,4,5,6,20,0
1085,2,0,17,8,3.1666666666666665,10,19,11,0
1109,2,4,18,11,3.5,3,3,24,0
1122,1,2,7,7,3.1666666666666665,4,9,21,0
1139,2,4,12,18,3.6666666666666665,5,13,24,0
1177,2,12,18,35,4.333333333333333,2,15,4,0
1239,2,7,11,12,4.333333333333333,5,8,14,0
1345,2,4,15,15,4,5,10,23,0
1346,2,3,8,9,3.8333333333333335,6,10,21,0
1354,2,2,14,18,5.166666666666667,3,11,19,0
1414,2,7,37,12,3.1666666666666665,7,19,27,0
1436,1,2,9,6,4.166666666666667,4,5,28,0
1438,1,1,7,6,3.8333333333333335,8,9,20,0
1520,2,5,7,8,3.8333333333333335,6,14,23,0
1633,2,1,7,12,3.6666666666666665,5,12,19,0
1636,2,6,18,12,1.8333333333333333,3,12,21,0
1647,1,3,10,6,3.3333333333333335,8,6,20,0
1691,2,7,9,6,3,9,12,9,0
1701,1,5,7,6,2.3333333333333335,4,3,19,0
1764,2,1,14,7,4.166666666666667,4,6,22,0
1792,1,1,7,6,2,2,12,18,0
1858,2,8,16,12,5.666666666666667,2,7,19,0
1865,3,13,30,32,4.5,2,9,20,2
1888,1,1,7,6,5.166666666666667,7,14,16,0
1958,2,7,32,9,5,10,12,19,0
2004,1,2,7,6,4.833333333333333,2,9,18,0
2009,1,2,12,7,3.1666666666666665,2,12,15,0
2088,1,2,7,6,4.5,2,3,20,0
2116,2,2,18,11,5.166666666666667,10,12,20,0
2128,1,0,13,6,5.166666666666667,2,5,23,0
2148,1,2,7,7,4,4,5,16,0
2192,1,0,7,6,2.1666666666666665,8,9,19,0
2204,1,0,12,6,4.666666666666667,8,12,19,0
2213,2,2,7,10,4.166666666666667,6,11,21,0
2215,1,3,7,6,4.333333333333333,3,9,21,0
2233,1,2,12,7,2.6666666666666665,4,15,16,0
2246,2,5,15,20,1.5,8,9,17,0
2335,1,4,10,6,4.666666666666667,10,11,24,0
2341,1,3,7,6,1.5,2,5,17,0
2384,1,3,9,6,4,11,12,18,0
2408,2,0,7,8,3.5,9,14,16,0
2471,1,3,7,6,3.6666666666666665,2,4,24,0
2495,1,2,8,6,5.166666666666667,5,4,20,0
2505,2,12,18,22,4.166666666666667,4,9,22,0
2510,2,14,21,19,4.333333333333333,3,17,24,0
2532,2,4,8,19,4,10,12,20,0
2547,1,2,7,6,4.333333333333333,2,15,18,0
2555,1,2,7,6,2.3333333333333335,4,3,20,0
2556,2,5,31,31,4,13,11,20,0
2597,2,1,27,16,4,2,8,15,0
2599,2,6,27,6,2.8333333333333335,2,11,20,0
2656,1,4,8,6,4,2,5,23,0
2658,2,1,11,13,5.333333333333333,6,8,19,0
2661,2,6,11,18,3,9,16,4,0
2789,1,1,10,6,4.666666666666667,4,6,23,0
2799,2,1,10,12,3.8333333333333335,8,8,16,0
2912,1,2,8,7,2.8333333333333335,5,12,16,0
2947,3,16,10,18,3.6666666666666665,13,15,16,1
2954,1,1,13,6,2.1666666666666665,5,9,20,0
2984,3,7,28,25,3.6666666666666665,14,18,20,3
2989,2,3,8,9,5,2,4,23,0
