uid,cluster,sex_drive,csbd,ppcs,soi_r_me,social_anxiety,lon,mvs,attraction_to_children
407,5,3,14,11,4,8,14,17,0
443,5,10,15,23,5.666666666666667,7,6,22,0
450,5,4,7,11,1.8333333333333333,5,6,26,0
452,5,5,21,8,3.6666666666666665,3,6,24,0
465,5,10,19,6,4.666666666666667,4,7,20,0
507,1,1,14,6,2,4,10,18,0
532,1,1,10,6,4.833333333333333,4,7,17,0
534,5,7,10,7,4.166666666666667,2,4,25,0
548,1,3,12,6,4.166666666666667,5,9,21,0
556,5,2,26,7,4.666666666666667,8,16,17,0
558,3,0,7,7,3,2,15,20,0
581,1,4,9,6,4,6,10,21,0
590,3,2,7,6,4.5,4,7,18,0
592,5,3,7,15,2.8333333333333335,9,8,24,0
639,1,4,9,6,4.5,2,6,21,0
683,5,1,19,15,4.5,7,6,16,0
686,3,4,8,7,2.8333333333333335,7,12,26,0
739,5,1,21,19,5.333333333333333,4,9,19,0
759,1,1,13,6,3.5,2,7,21,0
766,5,8,13,21,5.333333333333333,3,9,18,0
825,3,0,7,6,3,11,9,12,0
826,5,5,17,7,5,6,6,26,0
831,5,2,26,17,2.5,6,12,18,0
836,5,4,14,21,5.833333333333333,2,5,24,0
877,5,8,10,17,4.833333333333333,7,7,16,0
1036,3,2,8,7,2.3333333333333335,5,12,24,0
1064,5,5,15,15,5,11,14,21,0
1068,5,3,13,10,3.6666666666666665,2,10,16,0
1130,1,2,9,6,3.6666666666666665,6,12,18,0
1235,5,4,7,11,4.833333333333333,2,17,14,0
1352,5,7,14,28,1.1666666666666667,10,10,16,0
1361,5,2,16,14,5.333333333333333,2,6,20,0
1391,1,0,10,6,2.6666666666666665,3,9,22,0
1404,3,1,7,6,2.6666666666666665,5,3,15,0
1414,4,7,37,12,3.1666666666666665,7,19,27,0
1435,5,10,7,15,3.3333333333333335,9,12,8,0
1563,5,2,21,13,4,3,14,13,0
1605,5,9,15,9,5,5,8,16,0
1616,5,3,19,6,1.8333333333333333,2,7,12,0
1633,5,1,7,12,3.6666666666666665,5,12,19,0
1644,5,7,8,12,2.3333333333333335,4,10,18,0
1701,3,5,7,6,2.3333333333333335,4,3,19,0
1723,1,1,11,6,2.6666666666666665,6,15,14,0
1737,5,7,7,10,3.8333333333333335,2,11,24,0
1807,3,3,7,6,4,6,5,23,0
1808,5,1,7,9,2,7,12,28,0
1851,1,1,12,6,2.8333333333333335,2,9,20,0
1972,3,1,7,6,4.666666666666667,2,3,23,0
2015,5,12,7,6,4,11,6,16,0
2045,5,2,21,7,3,5,15,15,0
2054,5,3,11,14,2.8333333333333335,5,5,18,0
2095,1,0,10,9,5.5,7,3,20,0
2108,5,4,16,7,5.333333333333333,2,8,22,0
2134,5,0,19,6,5.166666666666667,14,3,4,0
2148,3,2,7,7,4,4,5,16,0
2171,3,5,7,6,4.833333333333333,3,3,14,0
2203,5,2,22,11,5,7,15,24,0
2204,1,0,12,6,4.666666666666667,8,12,19,0
2211,1,0,11,6,4.833333333333333,3,10,23,0
2215,3,3,7,6,4.333333333333333,3,9,21,0
2231,5,10,11,6,3.3333333333333335,7,5,20,0
2233,1,2,12,7,2.6666666666666665,4,15,16,0
2246,5,5,15,20,1.5,8,9,17,0
2247,5,5,13,9,5.5,7,10,16,0
2250,1,1,7,10,4.5,7,8,13,0
2257,3,1,8,7,5,12,12,17,0
2286,1,0,9,6,3.3333333333333335,2,5,17,0
2289,5,3,15,12,4.666666666666667,2,8,20,0
2295,5,3,13,6,3.8333333333333335,4,8,7,0
2296,3,5,7,6,3.1666666666666665,3,5,17,0
2299,6,3,7,13,3.8333333333333335,5,6,14,3
2324,1,2,7,10,1.6666666666666667,6,7,21,0
2340,3,0,7,6,2.6666666666666665,2,4,21,0
2369,1,2,8,7,2.5,8,9,17,0
2371,5,10,33,21,5.166666666666667,4,9,24,0
2400,3,4,7,7,5.333333333333333,2,10,14,0
2419,5,7,7,21,5.333333333333333,2,12,19,0
2420,1,4,7,11,5.333333333333333,4,10,14,0
2489,6,7,31,24,2.6666666666666665,11,10,19,1
2495,3,2,8,6,5.166666666666667,5,4,20,0
2509,6,7,14,15,4.166666666666667,7,7,19,1
2510,5,14,21,19,4.333333333333333,3,17,24,0
2538,3,0,7,6,3.8333333333333335,6,5,13,0
2552,3,0,7,6,5.5,7,10,19,0
2555,3,2,7,6,2.3333333333333335,4,3,20,0
2576,5,3,21,10,4,5,3,23,0
2597,5,1,27,16,4,2,8,15,0
2599,5,6,27,6,2.8333333333333335,2,11,20,0
2637,1,1,7,9,3.1666666666666665,6,16,17,0
2691,3,2,7,6,2.6666666666666665,7,13,21,0
2709,5,4,11,10,2.5,3,6,24,0
2724,5,10,7,8,3.5,4,6,17,0
2781,5,7,15,8,4.333333333333333,8,17,22,0
2799,5,1,10,12,3.8333333333333335,8,8,16,0
