uid,cluster,sex_drive,csbd,ppcs,soi_r_me,social_anxiety,lon,mvs,attraction_to_children
465,1,10,19,6,4.666666666666667,4,7,20,0
488,5,5,13,21,2.8333333333333335,5,12,21,1
519,3,4,12,6,4.333333333333333,7,7,24,0
532,2,1,10,6,4.833333333333333,4,7,17,0
554,2,3,7,6,4.833333333333333,2,10,19,0
573,1,5,12,22,3.5,5,8,17,0
592,1,3,7,15,2.8333333333333335,9,8,24,0
601,2,8,7,6,3.8333333333333335,3,8,16,0
614,3,4,14,11,5.666666666666667,4,8,24,0
663,2,1,7,6,2.1666666666666665,6,11,16,0
683,1,1,19,15,4.5,7,6,16,0
685,1,7,19,22,5,2,8,23,0
689,3,2,13,9,2.8333333333333335,9,8,23,0
729,2,3,7,6,2,5,6,22,0
737,2,1,9,6,1.8333333333333333,5,7,20,0
761,1,3,19,6,3.5,8,8,27,0
764,3,1,16,6,1.1666666666666667,14,3,20,0
770,3,3,12,12,2.8333333333333335,8,10,22,0
779,2,1,7,6,5.5,2,10,23,0
800,5,7,25,19,3.8333333333333335,4,9,20,1
826,1,5,17,7,5,6,6,26,0
877,1,8,10,17,4.833333333333333,7,7,16,0
907,3,4,8,10,2.8333333333333335,8,5,23,0
919,1,7,9,8,3.6666666666666665,9,9,17,0
957,1,2,21,19,4,6,7,20,0
963,1,7,8,17,4.5,5,6,22,0
967,1,7,32,28,2,6,11,19,0
990,1,14,10,20,3.6666666666666665,10,8,21,0
1044,2,1,7,6,4.166666666666667,4,7,24,0
1064,1,5,15,15,5,11,14,21,0
1100,3,1,11,10,3.8333333333333335,10,8,16,0
1118,3,4,9,8,4.666666666666667,4,9,19,0
1142,3,0,12,7,3.1666666666666665,12,14,17,0
1159,2,5,7,6,2.5,9,12,12,0
1166,3,1,7,12,3.1666666666666665,7,6,24,0
1250,1,10,7,35,3.8333333333333335,8,18,16,0
1264,5,24,24,27,2.5,5,11,14,0
1352,1,7,14,28,1.1666666666666667,10,10,16,0
1413,2,1,8,6,3.5,7,12,17,0
1414,1,7,37,12,3.1666666666666665,7,19,27,0
1531,2,2,9,6,3.8333333333333335,2,10,19,0
1633,3,1,7,12,3.6666666666666665,5,12,19,0
1643,1,2,25,10,6,13,19,12,0
1808,1,1,7,9,2,7,12,28,0
1958,1,7,32,9,5,10,12,19,0
1985,3,3,11,7,3,10,12,19,0
2006,3,4,13,6,4,3,12,19,0
2030,2,2,11,6,3.6666666666666665,10,14,19,0
2054,3,3,11,14,2.8333333333333335,5,5,18,0
2106,2,4,7,6,1.6666666666666667,5,18,13,0
2134,1,0,19,6,5.166666666666667,14,3,4,0
2137,1,2,16,17,3.3333333333333335,3,8,20,0
2148,2,2,7,7,4,4,5,16,0
2167,2,3,7,6,5.333333333333333,4,6,25,0
2168,1,1,12,14,4.166666666666667,4,13,11,0
2193,2,1,10,6,2.5,8,12,16,0
2204,3,0,12,6,4.666666666666667,8,12,19,0
2213,3,2,7,10,4.166666666666667,6,11,21,0
2227,1,5,7,8,3.1666666666666665,11,15,5,0
2230,2,1,7,6,5,8,6,19,0
2231,1,10,11,6,3.3333333333333335,7,5,20,0
2233,3,2,12,7,2.6666666666666665,4,15,16,0
2246,1,5,15,20,1.5,8,9,17,0
2258,3,1,10,12,4.666666666666667,2,9,17,0
2264,3,1,13,6,4.333333333333333,9,10,16,0
2272,3,3,10,8,5.166666666666667,2,11,13,0
2295,1,3,13,6,3.8333333333333335,4,8,7,0
2300,3,3,7,13,2.3333333333333335,12,8,13,0
2358,3,3,14,11,5.833333333333333,6,5,23,0
2380,1,2,16,13,5.333333333333333,10,13,16,0
2384,2,3,9,6,4,11,12,18,0
2408,3,0,7,8,3.5,9,14,16,0
2420,3,4,7,11,5.333333333333333,4,10,14,0
2449,2,2,7,6,3.6666666666666665,3,3,16,0
2462,2,5,7,7,3,5,9,23,0
2513,2,2,10,6,3.6666666666666665,2,6,16,0
2527,2,1,7,6,1.1666666666666667,2,8,25,0
2532,1,4,8,19,4,10,12,20,0
2556,1,5,31,31,4,13,11,20,0
2585,2,1,7,6,3.8333333333333335,7,4,19,0
2599,1,6,27,6,2.8333333333333335,2,11,20,0
2658,3,1,11,13,5.333333333333333,6,8,19,0
2724,1,10,7,8,3.5,4,6,17,0
2753,1,7,9,11,4.666666666666667,5,14,20,0
2796,1,4,20,9,4.5,9,5,22,0
2823,2,0,7,6,3.3333333333333335,2,3,24,0
2897,3,2,9,13,4.166666666666667,6,6,15,0
2910,3,3,10,10,4.166666666666667,3,4,19,0
2918,2,0,7,6,4.5,6,12,24,0
2941,1,7,23,14,5.333333333333333,11,12,21,0
2955,2,0,7,6,3,4,17,20,0
2960,2,1,9,6,2.8333333333333335,13,17,14,0
2984,5,7,28,25,3.6666666666666665,14,18,20,3
3026,3,1,10,13,3.5,7,11,19,0
3114,3,5,12,10,1.6666666666666667,2,4,17,0
3192,3,1,7,10,5.166666666666667,4,7,20,0
3200,1,4,8,20,4.166666666666667,8,13,16,0
3317,2,1,7,6,1.3333333333333333,11,18,15,0
3322,1,10,26,24,2.5,8,17,18,0
3329,1,3,25,15,3,11,12,11,0
3331,1,0,17,6,1.3333333333333333,13,21,6,0
3337,1,10,8,19,3.3333333333333335,11,7,17,0
3348,1,3,16,17,2.3333333333333335,11,8,23,0
3349,5,3,20,16,2.8333333333333335,13,13,18,3
3356,1,4,19,15,1.6666666666666667,6,9,20,0
3369,2,7,7,7,5.333333333333333,2,7,21,0
3385,1,8,29,35,3.3333333333333335,12,17,14,0
3408,1,20,22,30,3.6666666666666665,10,19,24,0
3470,4,4,7,11,2.5,13,5,13,0
3537,1,7,7,15,1.5,8,16,9,0
3549,1,6,8,9,3.8333333333333335,11,19,13,0
3550,1,12,17,25,4.5,10,10,22,0
3589,5,24,11,30,3.5,13,17,10,0
3621,3,4,7,14,1.8333333333333333,10,8,18,0
3635,1,5,21,25,3.3333333333333335,6,10,7,0
3638,1,2,13,20,2.5,14,14,9,0
3647,2,0,7,6,1.8333333333333333,2,7,15,0
3732,1,10,22,25,2.1666666666666665,12,9,15,0
3764,1,4,9,13,4.166666666666667,7,12,11,0
3816,1,7,11,10,3.8333333333333335,8,7,19,0
3833,3,4,7,12,2,4,8,9,0
3859,1,14,13,23,1.6666666666666667,8,13,12,0
3864,1,21,22,19,3.3333333333333335,6,4,16,0
3917,1,1,20,19,4,10,13,8,0
3933,1,5,10,28,3.3333333333333335,13,21,20,0
3937,3,3,8,8,2.8333333333333335,12,12,17,0
3942,1,2,7,15,1.8333333333333333,13,18,21,0
3944,1,7,10,9,2.5,9,16,24,0
3949,2,7,8,6,2.5,5,12,16,0
3982,5,7,8,22,2,11,16,6,3
3984,3,5,7,9,5,4,13,22,0
3986,1,12,26,33,3.3333333333333335,13,20,12,0
3991,1,5,10,14,3.5,6,10,10,0
4051,1,5,19,22,2.1666666666666665,6,8,21,0
4086,3,0,8,9,2,6,13,15,0
4097,2,2,8,7,1.8333333333333333,7,9,23,0
4135,2,7,8,6,2.6666666666666665,9,11,14,0
4145,1,15,12,25,3.8333333333333335,12,14,12,0
4189,1,7,15,7,3.1666666666666665,11,10,22,0
4201,1,7,14,30,2.6666666666666665,8,19,9,0
4231,1,3,9,20,1.3333333333333333,13,17,6,0
4240,3,4,16,8,2.6666666666666665,2,4,18,0
4257,3,4,7,13,3.5,5,7,16,0
4289,1,12,7,19,4.833333333333333,10,17,22,0
4298,1,14,10,20,1.6666666666666667,7,5,14,0
4310,3,2,8,8,2.5,10,9,16,0
4322,5,31,7,14,3.6666666666666665,11,15,16,0
4366,1,3,19,16,5.166666666666667,9,14,22,0
4367,3,4,9,13,3,4,8,20,0
4368,3,1,7,8,4,6,6,16,0
4369,1,6,19,25,3.1666666666666665,12,21,15,0
4373,1,2,25,11,2.8333333333333335,8,9,16,0
4377,1,10,12,7,3.1666666666666665,6,5,23,0
4393,1,2,7,12,1,4,19,22,0
4425,1,6,25,26,3.1666666666666665,7,14,8,0
4435,1,4,7,17,2.5,7,10,18,0
4493,1,5,28,23,2.3333333333333335,10,14,18,0
4501,1,7,12,21,2.3333333333333335,9,8,17,0
4586,1,3,22,10,3.3333333333333335,8,16,13,0
4597,1,0,20,11,5.166666666666667,10,15,15,0
4650,1,8,19,23,4.333333333333333,3,6,21,0
4658,3,6,9,9,2.1666666666666665,6,8,22,0
4691,2,4,8,6,1.3333333333333333,9,21,13,0
4705,1,7,10,6,2,12,11,7,0
4764,1,3,10,18,2.6666666666666665,9,7,17,0
4816,1,6,16,13,3.1666666666666665,5,7,20,0
4821,2,0,7,6,3.5,14,18,6,0
4838,1,6,10,11,3,14,13,22,0
4858,5,4,11,6,2.1666666666666665,12,6,19,1
4862,1,3,13,13,4.166666666666667,10,14,19,0
4892,1,1,18,9,1.1666666666666667,3,17,21,0
4898,1,3,7,21,3.1666666666666665,11,14,18,0
4946,1,4,9,20,1.8333333333333333,7,8,16,0
4954,2,2,9,7,2.3333333333333335,4,8,20,0
4984,2,5,10,6,4.833333333333333,2,16,16,0
4995,1,7,14,22,4.333333333333333,2,9,17,0
5051,3,4,10,10,2.5,4,5,19,0
5096,1,2,11,9,2.8333333333333335,14,18,10,0
5131,2,3,7,6,3.3333333333333335,2,10,18,0
5143,1,14,7,15,1.6666666666666667,4,12,21,0
5148,1,11,18,13,3.5,2,13,4,0
5201,5,0,7,6,1.5,8,5,17,3
5208,1,10,17,20,2.5,12,21,19,0
5209,1,3,23,7,2.5,11,15,9,0
5267,1,3,24,37,2.6666666666666665,10,15,18,0
5286,1,8,7,6,1,5,11,19,0
5289,1,6,16,19,3.5,12,18,16,0
5302,1,4,10,11,3.5,11,15,11,0
5307,3,0,12,6,2.8333333333333335,13,15,14,0
5323,1,4,7,13,2.3333333333333335,13,16,9,0
5349,1,10,11,19,3.1666666666666665,7,10,20,0
5369,3,4,10,11,2.8333333333333335,4,8,21,0
5396,1,7,16,16,2,11,13,15,0
5419,1,14,7,24,1.5,10,17,12,0
5459,2,3,8,7,3,4,15,7,0
5506,3,1,12,7,3.5,13,19,16,0
5546,1,7,21,28,3.1666666666666665,8,9,17,0
5556,3,3,14,7,2.8333333333333335,7,17,18,0
5564,1,6,19,21,4.166666666666667,11,14,19,0
5614,1,4,23,10,5.5,3,13,23,0
5675,1,7,15,18,4.5,5,7,26,0
5681,1,3,14,16,4.666666666666667,6,17,19,0
5702,1,5,15,15,3,13,19,20,0
5714,1,3,7,11,2,9,21,6,0
5730,1,15,25,32,2.8333333333333335,12,15,16,0
5736,5,10,29,26,3.5,8,12,16,3
5800,2,5,7,7,2.5,8,9,17,0
5836,1,3,18,12,2.3333333333333335,12,8,18,0
5864,1,10,22,20,4.666666666666667,3,11,19,0
5911,1,7,12,29,1.8333333333333333,10,12,10,0
5913,1,6,7,9,1.5,8,13,23,0
5960,1,7,10,12,3.8333333333333335,9,13,19,0
6011,1,7,11,22,2.3333333333333335,9,16,23,0
6060,1,7,18,17,2.5,10,6,16,0
6116,1,15,7,15,3,6,15,20,0
6122,1,10,13,21,3.3333333333333335,9,16,20,0
6140,1,8,13,21,1.8333333333333333,12,18,13,0
6166,5,10,8,14,4.333333333333333,10,7,19,3
6176,1,5,23,18,5.5,10,11,17,0
6208,3,7,7,12,3,5,4,18,0
6262,1,10,11,11,2.1666666666666665,14,16,12,0
6272,1,10,21,23,3,7,8,22,0
6279,1,3,15,15,2.3333333333333335,12,7,14,0
6284,1,7,13,21,4.166666666666667,8,13,11,0
6303,1,5,9,17,3.5,7,11,12,0
6316,1,10,14,9,4.166666666666667,4,13,24,0
6329,5,31,49,42,2,8,12,16,3
6332,1,4,32,19,3.1666666666666665,10,12,20,0
6417,3,5,8,10,5.166666666666667,3,9,22,0
6422,1,20,30,29,4.5,7,4,20,0
6427,1,7,14,9,4.833333333333333,10,9,16,0
6481,1,4,16,12,3.8333333333333335,9,7,18,0
